13752,3
13537,2
8165,0
13499,3
10951,0
15002,2
1040,2
1790,0
7233,2
17262,0
18362,0
256,0
15497,2
8669,2
8201,3
14649,0
14546,2
3466,2
3903,0
15698,0
9777,2
8256,0
9964,2
17889,2
9107,0
13583,2
19927,3
1169,0
12194,1
14708,2
2138,2
9550,2
15916,0
2733,2
13019,2
6955,0
6406,2
1748,0
13184,2
557,0
1280,0
1360,0
16357,0
3654,3
7090,2
3215,0
3272,0
13145,0
14480,0
7831,0
3490,0
15732,0
9666,0
19766,0
1605,3
2425,0
13563,0
17232,0
13392,3
7000,2
2767,2
14388,3
1789,0
13502,3
10466,0
14552,0
10373,3
19716,2
2255,0
10401,0
8063,0
10450,0
2460,0
4636,0
15245,0
1739,0
11053,0
2983,0
3720,0
7825,0
11617,0
4687,2
3283,0
15180,2
2259,2
10361,0
3626,2
9481,0
13680,0
13901,2
1765,0
5376,0
3238,2
11023,0
15347,0
907,0
13532,2
7508,0
17208,0
685,3
3019,0
8449,3
3634,1
1209,3
14914,0
3260,0
700,2
8356,0
16021,2
14401,2
3237,0
4677,0
12372,2
11701,2
4684,2
9808,2
15349,0
12515,0
1410,2
16275,0
9268,0
13034,2
15759,0
6200,0
6141,0
3341,0
14691,0
4638,0
10740,2
4020,0
2742,2
9271,0
3317,0
4117,0
15665,2
2739,2
8755,2
7431,2
2604,2
14062,2
12089,2
4841,0
9841,0
7839,2
9911,0
11288,0
5946,3
11749,0
11841,2
10429,0
7511,0
2793,2
5494,2
8665,0
2099,0
6664,2
10130,0
17671,0
5047,2
6575,3
5119,2
10725,0
15263,2
12595,0
15211,2
15794,0
7193,2
16392,0
1354,3
13285,0
14373,2
2796,2
2526,0
7488,0
14479,0
7530,2
15682,0
11488,0
2452,0
9559,0
7341,2
13974,0
3893,0
12855,1
1490,0
11957,0
16228,0
2143,2
15567,0
12769,2
15631,2
14493,2
11286,0
1015,2
15220,0
18143,0
12477,0
4694,2
2170,2
16238,2
208,2
16432,0
9236,0
3704,0
1007,2
14703,0
1409,2
1469,2
7623,0
1863,0
2450,0
14832,0
2992,0
9010,0
6352,0
14680,1
8052,2
3758,0
16394,0
11015,2
5424,0
5280,0
10515,3
3511,0
8771,0
16099,0
17177,2
449,0
15093,3
1158,0
13265,1
3836,2
16170,0
584,2
11020,2
13123,2
13436,0
13567,0
8341,0
6207,0
10359,0
15671,0
9429,0
16569,0
4385,0
3427,2
16965,2
9015,0
4612,0
3300,0
13349,0
6216,0
7308,0
1344,0
6935,0
11926,0
11057,0
5199,2
7421,0
11024,2
4427,0
12904,0
1755,0
15568,0
13048,0
11215,0
2764,2
1940,2
15966,2
14634,0
2093,0
2121,3
5645,3
8502,0
1140,2
3459,2
1092,0
5793,3
6099,0
15928,0
8362,1
2957,0
17100,2
2046,0
16645,2
17206,0
4755,0
9825,3
16540,0
18090,0
15024,2
0,0
4937,0
18676,0
16002,0
16555,0
3440,0
1232,0
18077,0
6423,4
11426,2
10507,3
10347,3
13473,1
8320,2
18084,0
8381,2
15295,3
15091,2
4766,2
4310,0
1335,0
2962,0
12527,2
18486,0
3455,2
15824,0
11287,0
14081,2
16368,0
5590,0
922,0
3003,0
3731,3
14205,2
8821,3
6409,0
12077,0
17204,3
7304,0
4695,2
11249,0
15757,2
2410,0
6156,2
2221,0
10826,0
2932,0
4367,0
7961,0
19189,0
1227,3
7494,2
2924,2
3465,2
16145,0
7323,0
7838,2
4692,2
8064,2
15219,0
10820,0
8120,2
2240,3
2080,0
5786,3
4104,0
10783,1
1303,0
7073,0
14849,0
2930,2
2180,2
3110,2
14372,0
3372,2
1147,0
14957,0
1871,0
13730,0
5138,0
1296,0
13877,0
1628,0
2772,2
11652,2
6340,0
13605,2
9869,3
8196,2
5075,2
5240,5
13457,2
11498,3
12446,0
3297,0
14082,0
14486,0
16343,0
1972,2
136,2
14699,2
8536,2
19263,0
12591,2
18208,0
4267,3
1610,2
15246,2
2384,0
16163,0
14992,2
3077,2
6030,0
16483,0
444,2
6817,1
19882,2
14292,0
19460,0
2385,0
14627,0
2640,0
12511,2
16923,2
14393,0
17783,3
9843,2
10478,2
9110,0
2815,2
3291,0
1615,0
4842,0
13468,0
9738,2
10805,0
258,0
9244,0
7094,0
13689,1
2178,2
2135,2
1476,1
8132,2
16253,0
10325,3
14645,0
15510,0
11084,0
4099,2
15247,0
14851,0
3350,0
8845,2
4280,2
2766,2
11241,0
4601,0
2978,0
2006,2
1013,2
1754,0
8354,0
16423,2
9252,3
2137,2
15722,0
1351,0
4901,2
14029,0
17294,0
12647,0
12254,0
8836,0
9360,1
16271,3
14093,0
15564,0
16484,0
1617,2
14871,0
1592,0
17345,0
8584,2
16969,2
3310,0
8522,0
14848,0
11718,0
883,0
15802,0
1887,0
1049,2
7891,2
3442,2
3682,2
6214,0
14272,0
4884,3
7004,0
1041,2
2805,2
18870,2
15610,2
5740,0
2765,2
2146,2
14519,0
15342,0
2888,2
2200,2
8446,2
12403,2
960,1
8697,3
5639,2
15680,0
7325,0
12337,1
2926,2
13134,0
2089,0
14926,3
4834,0
6614,2
15520,0
8828,3
2179,2
4342,0
10504,0
17227,1
12448,0
8087,2
13025,2
2477,2
2207,2
5607,1
12129,0
12809,0
14056,2
3301,0
14522,0
319,2
10695,3
5862,0
2921,2
16349,0
16414,0
2542,0
10882,0
15509,0
13246,1
9960,3
13395,3
5646,0
4744,3
2761,5
4964,0
10800,0
11297,0
5411,0
13054,2
5737,0
3267,0
17519,0
9867,0
9383,0
10813,2
16589,0
12759,0
14579,0
8825,0
15678,2
7086,0
14842,0
16183,3
9673,2
11924,0
14055,2
7201,0
6346,0
9740,0
9697,0
4498,3
16603,2
11755,2
16557,0
2797,2
2929,2
10439,2
3016,0
4343,2
14564,2
3303,0
3346,0
16119,2
7119,0
1093,3
13367,1
9118,2
420,0
3622,2
8670,2
16299,1
19148,0
12888,0
2556,1
13822,0
18206,3
3276,0
4879,0
7869,2
8565,2
7481,0
8644,2
2147,2
8140,3
5450,0
9005,2
2948,0
3278,0
1031,2
2949,0
16699,0
12432,0
6334,0
18566,3
6947,0
16303,0
1181,0
7437,2
2056,0
4914,0
15316,0
4599,0
19218,0
2406,0
16108,0
10270,1
7471,2
7876,2
16856,3
8305,3
4594,2
13855,0
8628,0
3169,0
1083,0
6865,2
2130,2
1381,0
2167,2
1193,2
5203,2
2935,2
15326,0
15558,0
6227,0
710,2
11768,0
3289,2
12866,0
1190,2
9240,3
7048,0
12629,0
1856,0
8827,3
9630,1
5779,3
10319,2
17252,3
16270,0
14850,0
7144,2
15503,0
1538,0
875,3
3349,0
8487,0
3371,2
17137,0
15425,2
10964,1
3235,0
16037,0
198,0
16388,0
16356,0
7307,2
2403,0
7474,3
1752,0
9572,2
1830,2
3258,3
583,2
15668,2
6704,2
1343,0
5738,0
5622,2
6226,0
2072,0
5563,2
16100,0
2787,0
2047,0
4479,2
15480,0
7364,0
6363,0
16506,0
15163,0
13495,3
8420,3
19365,0
14380,4
12106,0
7500,0
17284,1
19193,0
4635,0
6867,1
5205,2
2950,0
15863,0
2633,3
6219,0
9382,0
9611,2
9617,0
800,2
2820,2
14896,0
2393,0
5784,3
10398,0
16116,2
1741,0
2692,0
12439,2
13964,2
6823,2
14745,0
13422,2
4667,2
13283,0
1327,0
2641,2
1995,2
1996,2
7546,2
8212,0
16173,0
11739,0
1499,0
12517,0
10348,3
14897,0
12735,2
5076,2
2252,2
6685,0
16142,3
17891,0
6667,0
792,2
9239,0
14892,0
999,0
17952,2
4600,0
14288,0
2973,0
2954,0
1844,2
17546,3
1406,2
8507,0
9664,2
17196,0
4460,2
14066,2
1566,2
16160,2
13687,0
14550,0
13287,0
9270,0
4501,2
7821,2
2589,2
4036,0
11309,0
5080,2
16481,0
14982,2
1912,2
4628,0
3718,0
7049,0
1771,0
3794,2
1553,0
15554,0
1332,0
12153,0
9530,2
12328,2
5068,2
1734,0
10949,2
5751,0
7747,0
16277,2
5810,3
19486,0
10838,2
2769,2
15009,2
9035,3
582,2
7159,0
14363,0
8954,0
8958,0
6773,0
15563,0
2782,2
8967,2
555,2
2953,0
1050,2
15877,2
7454,2
2717,2
11299,1
7865,2
8361,0
7861,1
1191,2
6436,0
3148,0
14922,0
9423,0
5413,0
16478,0
6791,0
8372,0
15879,2
1704,2
3360,2
16405,0
1035,2
689,0
14286,0
15584,0
18523,0
7886,3
16033,0
15353,2
17495,0
9436,0
7482,0
7088,0
14678,2
5436,0
14001,2
8347,0
14417,0
10714,0
13458,0
2412,0
9166,3
7501,0
15817,0
3012,0
1847,0
17266,2
12554,2
15264,2
15350,0
9838,0
3728,0
10672,3
19320,2
1098,0
3153,0
18903,0
2853,2
4742,0
14389,3
19753,3
2274,0
5617,0
2465,0
16307,0
14845,0
14671,2
12371,3
3608,2
1975,1
15456,0
2163,2
9085,0
7051,0
2998,0
6839,2
16317,0
1990,2
6933,0
2558,0
18402,3
6224,0
5781,3
15652,0
12118,2
8943,0
12875,2
1753,0
808,2
12861,0
6571,3
3762,0
2743,2
4598,0
4527,3
667,2
16311,0
5355,0
5721,2
4034,0
