,year,price
14771,0.912621359223301,3.63690003309579e-05
3475,0.8543689320388349,4.4509500405036456e-05
7458,0.912621359223301,0.0001457919013267063
10040,0.7766990291262136,2.8350000257985004e-05
794,0.8349514563106796,2.2680000206388e-05
14137,0.912621359223301,9.051750082370926e-05
4747,0.883495145631068,5.6295000512284506e-05
8548,0.7864077669902912,1.9035000173218502e-05
9324,0.970873786407767,8.5050000773955e-05
4006,0.8640776699029126,0.0
2726,0.9320388349514563,6.478380058953258e-05
5605,0.8640776699029126,0.0
11239,0.7864077669902912,2.8350000257985004e-05
2713,0.8640776699029126,0.0001133190010312029
15277,0.8737864077669902,0.00010525950095786146
2535,0.883495145631068,5.180760047144916e-05
5975,0.8155339805825242,1.7820000162162e-05
9319,0.9514563106796117,9.639000087714901e-05
10732,0.941747572815534,5.2650000479115004e-05
10998,0.883495145631068,3.9528000359704804e-05
16017,0.9514563106796117,0.00021485250195515777
1329,0.8737864077669902,5.668380051582259e-05
9404,0.7766990291262136,4.050000036855e-05
648,0.883495145631068,4.4550000405405004e-05
8964,0.970873786407767,0.0003788937034479327
16777,0.7475728155339806,1.8630000169533e-05
15656,0.8543689320388349,4.855950044189145e-05
6644,0.8932038834951457,3.235950029447145e-05
3097,0.8640776699029126,0.00016195950147383147
16140,0.941747572815534,0.00018630000169533002
10883,0.883495145631068,3.0375000276412502e-05
11715,0.883495145631068,5.2609500478746456e-05
15578,0.9320388349514563,0.0003401838030956726
905,0.7864077669902912,2.8350000257985004e-05
2186,0.9029126213592233,0.0001376838012529226
2722,0.9223300970873787,0.0001619190014734629
1207,0.9611650485436893,0.00024295950221093148
15562,0.8543689320388349,5.2650000479115004e-05
3109,0.8737864077669902,2.4300000221130004e-05
10525,0.8640776699029126,0.000117450001068795
704,0.8737864077669902,3.4020000309582e-05
10390,0.8349514563106796,8.901900081007291e-05
15416,0.8543689320388349,4.045950036818145e-05
6995,0.970873786407767,8.095950073673145e-05
2149,0.8932038834951457,8.098380073695258e-05
2317,0.8932038834951457,2.4259500220761452e-05
16309,0.8252427184466019,3.2319000294102904e-05
2810,0.8155339805825242,0.00010123380092122758
15960,0.912621359223301,0.00017010000154791
5555,0.8543689320388349,7.047000064127701e-05
14282,0.8349514563106796,7.288380066324259e-05
1363,0.9611650485436893,0.0002510838022848626
4416,0.6019417475728155,2.1060000191646e-05
6760,0.7475728155339806,1.5390000140049e-05
975,0.9805825242718447,0.00019435950176867147
14958,0.9029126213592233,4.855950044189145e-05
8215,0.9223300970873787,4.4550000405405004e-05
19109,0.8252427184466019,4.855950044189145e-05
6828,0.9029126213592233,6.2370000567567e-05
6116,0.8543689320388349,1.4580000132678002e-05
902,0.8932038834951457,3.4789500316584456e-05
10716,0.7961165048543689,4.3740000398034e-05
15167,0.8543689320388349,3.6441900331621294e-05
19835,0.7864077669902912,8.05950007334145e-06
2062,0.8737864077669902,4.8478500441154356e-05
12730,0.8737864077669902,5.184000047174401e-05
2813,0.9514563106796117,8.098380073695258e-05
14582,0.9029126213592233,6.318000057493801e-05
1364,0.9611650485436893,0.0001943838017688926
1767,0.941747572815534,0.0003239838029482526
15018,0.9320388349514563,8.095950073673145e-05
3127,0.8349514563106796,3.0375000276412502e-05
