14771,0
3475,0
7458,0
10040,2
794,1
14137,3
4747,3
8548,0
9324,2
4006,0
2726,2
5605,0
11239,0
2713,2
15277,0
2535,2
5975,2
9319,2
10732,0
10998,0
16017,0
1329,0
9404,2
648,0
8964,0
16777,2
15656,2
6644,2
3097,2
16140,0
10883,2
11715,0
15578,0
905,0
2186,2
2722,2
1207,0
15562,2
3109,1
10525,2
704,2
10390,2
15416,0
6995,0
2149,2
2317,2
16309,0
2810,2
15960,3
5555,3
14282,0
1363,0
4416,2
6760,2
975,3
14958,0
8215,3
19109,0
6828,0
6116,0
902,0
10716,2
15167,0
19835,0
2062,0
12730,2
2813,2
14582,0
1364,0
1767,0
15018,2
3127,2
8051,0
2791,2
15881,0
9314,0
16136,0
2936,2
906,2
3335,0
2454,0
16165,2
3449,2
13023,2
8093,0
8933,2
15256,0
8044,2
15250,0
9326,2
5470,0
13353,0
10308,0
1979,2
2162,2
11059,0
3423,0
2549,0
5954,0
19468,0
5204,0
1027,2
2958,0
11783,2
3092,2
9211,0
3400,2
11345,0
7980,0
9163,0
16112,0
7610,2
5167,1
11772,0
1738,0
18413,0
1968,2
6502,2
12784,2
2244,1
5573,0
14674,2
4547,0
2894,0
3577,2
15556,0
2165,2
16233,0
16034,0
3678,2
3057,0
10427,0
10484,3
3445,0
16203,0
9924,2
11448,0
18399,0
569,1
3446,0
9241,0
2390,0
8587,0
2696,2
7419,0
1776,0
2503,1
15174,0
6966,0
6257,3
17415,0
1017,2
1010,2
8887,0
8303,3
2485,0
924,2
1384,0
16274,0
4236,2
15606,0
7343,0
14591,0
1837,2
16496,0
13400,0
5079,2
13390,3
14898,0
4959,0
15931,2
4994,1
1383,0
7887,2
1032,2
4055,0
2865,2
1846,0
7826,0
3421,0
9083,0
6251,0
18562,3
16342,0
2399,0
6065,2
3023,0
1500,2
2706,2
4391,0
16460,2
1557,2
5136,0
7087,0
6968,0
3204,0
14269,0
8183,2
1047,2
2374,2
1376,0
11341,0
2133,2
890,2
1157,2
6705,0
7967,0
10059,0
3369,2
5270,2
15703,0
13995,2
3137,2
6324,2
1742,0
5069,2
1362,0
3833,2
2220,0
14160,2
2756,2
12227,4
2945,0
13398,3
8010,2
18616,2
17787,1
2386,0
3650,0
177,0
15965,2
1071,1
2218,0
16393,0
3343,0
13448,2
2458,0
1823,2
9116,0
2442,0
2754,2
1094,1
14693,0
17523,2
455,0
16372,0
14901,0
9269,0
15572,0
11518,0
260,0
4506,0
15360,2
2516,2
6452,0
137,2
18401,0
10320,2
13005,0
18520,3
7462,2
1323,0
2443,0
15581,2
1372,0
8591,0
3471,2
3806,0
1272,0
8955,0
3233,0
14948,0
1852,0
16141,0
1855,0
16074,0
2849,2
5056,2
14497,1
7495,2
16283,0
2822,2
5322,3
635,4
6267,2
4763,2
1387,0
7489,0
14798,2
19332,5
15716,0
6600,2
4281,0
9479,2
8966,0
2164,2
2102,0
18600,3
1890,0
8350,0
10650,3
2257,0
1886,0
2172,2
2391,0
16385,0
7187,0
12741,0
5603,0
454,0
18299,2
19280,0
4550,2
3419,2
4289,0
9091,0
7223,0
1971,2
7078,0
16028,0
13612,2
2551,1
9776,0
3652,2
9644,0
10798,2
11278,2
13453,2
8142,1
427,4
11064,0
18500,0
7934,0
2667,2
16525,0
3101,2
171,3
16061,3
12729,2
3008,0
3365,2
14406,2
8457,3
16166,0
2785,2
15799,1
19886,0
3296,0
7125,0
16245,0
4852,0
12604,0
2398,0
18883,3
350,2
19944,0
3268,0
14637,0
10364,0
13805,0
12186,0
2802,2
11974,2
10874,2
3144,2
16244,0
3816,2
3123,2
13335,1
19593,3
11571,0
3309,0
8235,2
6429,2
15493,2
7491,0
6950,0
10738,0
3026,0
8754,2
864,2
2730,2
